Device Name;Address;Distance;RSSI;TX Power;System timestamp;Distance of measurement
Kontakt;D6:40:86:6D:BD:DF;1.00;-77.00;-77.00;29/04/2015 10:42:53:814;1.50
Kontakt;D6:40:86:6D:BD:DF;1.00;-77.00;-77.00;29/04/2015 10:42:54:152;1.50
Kontakt;D6:40:86:6D:BD:DF;1.41;-80.00;-77.00;29/04/2015 10:42:54:495;1.50
Kontakt;D6:40:86:6D:BD:DF;1.26;-79.00;-77.00;29/04/2015 10:42:54:887;1.50
Kontakt;D6:40:86:6D:BD:DF;1.58;-81.00;-77.00;29/04/2015 10:42:55:134;1.50
Kontakt;D6:40:86:6D:BD:DF;1.41;-80.00;-77.00;29/04/2015 10:42:55:484;1.50
Kontakt;D6:40:86:6D:BD:DF;1.41;-80.00;-77.00;29/04/2015 10:42:55:925;1.50
Kontakt;D6:40:86:6D:BD:DF;1.26;-79.00;-77.00;29/04/2015 10:42:56:614;1.50
Kontakt;D6:40:86:6D:BD:DF;1.58;-81.00;-77.00;29/04/2015 10:42:57:348;1.50
Kontakt;D6:40:86:6D:BD:DF;2.00;-83.00;-77.00;29/04/2015 10:42:57:744;1.50
Kontakt;D6:40:86:6D:BD:DF;0.89;-76.00;-77.00;29/04/2015 10:42:57:984;1.50
Kontakt;D6:40:86:6D:BD:DF;0.89;-76.00;-77.00;29/04/2015 10:42:59:134;1.50
Kontakt;D6:40:86:6D:BD:DF;1.26;-79.00;-77.00;29/04/2015 10:42:59:771;1.50
Kontakt;D6:40:86:6D:BD:DF;1.12;-78.00;-77.00;29/04/2015 10:43:00:453;1.50
Kontakt;D6:40:86:6D:BD:DF;0.89;-76.00;-77.00;29/04/2015 10:43:01:254;1.50
Kontakt;D6:40:86:6D:BD:DF;0.89;-76.00;-77.00;29/04/2015 10:43:01:927;1.50
Kontakt;D6:40:86:6D:BD:DF;0.89;-76.00;-77.00;29/04/2015 10:43:02:598;1.50
Kontakt;D6:40:86:6D:BD:DF;2.00;-83.00;-77.00;29/04/2015 10:43:03:011;1.50
Kontakt;D6:40:86:6D:BD:DF;0.71;-74.00;-77.00;29/04/2015 10:43:03:362;1.50
Kontakt;D6:40:86:6D:BD:DF;0.71;-74.00;-77.00;29/04/2015 10:43:04:077;1.50
Kontakt;D6:40:86:6D:BD:DF;0.89;-76.00;-77.00;29/04/2015 10:43:04:410;1.50
Kontakt;D6:40:86:6D:BD:DF;1.00;-77.00;-77.00;29/04/2015 10:43:05:823;1.50
Kontakt;D6:40:86:6D:BD:DF;1.12;-78.00;-77.00;29/04/2015 10:43:06:541;1.50
Kontakt;D6:40:86:6D:BD:DF;1.26;-79.00;-77.00;29/04/2015 10:43:07:339;1.50
Kontakt;D6:40:86:6D:BD:DF;1.78;-82.00;-77.00;29/04/2015 10:43:07:722;1.50
Kontakt;D6:40:86:6D:BD:DF;1.12;-78.00;-77.00;29/04/2015 10:43:07:989;1.50
Kontakt;D6:40:86:6D:BD:DF;0.79;-75.00;-77.00;29/04/2015 10:43:08:624;1.50
Kontakt;D6:40:86:6D:BD:DF;0.89;-76.00;-77.00;29/04/2015 10:43:09:349;1.50
Kontakt;D6:40:86:6D:BD:DF;1.41;-80.00;-77.00;29/04/2015 10:43:09:757;1.50
Kontakt;D6:40:86:6D:BD:DF;0.89;-76.00;-77.00;29/04/2015 10:43:10:035;1.50
Kontakt;D6:40:86:6D:BD:DF;1.00;-77.00;-77.00;29/04/2015 10:43:11:470;1.50
Kontakt;D6:40:86:6D:BD:DF;1.00;-77.00;-77.00;29/04/2015 10:43:12:165;1.50
Kontakt;D6:40:86:6D:BD:DF;1.00;-77.00;-77.00;29/04/2015 10:43:12:927;1.50
Kontakt;D6:40:86:6D:BD:DF;1.41;-80.00;-77.00;29/04/2015 10:43:13:319;1.50
Kontakt;D6:40:86:6D:BD:DF;1.12;-78.00;-77.00;29/04/2015 10:43:13:608;1.50
Kontakt;D6:40:86:6D:BD:DF;1.00;-77.00;-77.00;29/04/2015 10:43:14:039;1.50
