Device Name;Address;Distance;RSSI;TX Power;System timestamp;Distance of measurement
Kontakt;D0:F8:F2:95:3A:5C;0.45;-70.00;-77.00;29/04/2015 12:01:19:200;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:19:585;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:19:894;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.79;-75.00;-77.00;29/04/2015 12:01:20:723;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.40;-69.00;-77.00;29/04/2015 12:01:20:995;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:21:313;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:22:101;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:22:726;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:23:481;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.79;-75.00;-77.00;29/04/2015 12:01:23:806;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:24:167;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:24:437;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:24:827;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:25:150;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.79;-75.00;-77.00;29/04/2015 12:01:25:938;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.40;-69.00;-77.00;29/04/2015 12:01:26:257;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:26:923;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.79;-75.00;-77.00;29/04/2015 12:01:27:354;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.40;-69.00;-77.00;29/04/2015 12:01:27:748;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.40;-69.00;-77.00;29/04/2015 12:01:28:823;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:29:139;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.79;-75.00;-77.00;29/04/2015 12:01:29:395;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.40;-69.00;-77.00;29/04/2015 12:01:29:865;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.63;-73.00;-77.00;29/04/2015 12:01:30:163;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:30:466;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.45;-70.00;-77.00;29/04/2015 12:01:30:943;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:31:266;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:31:968;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.45;-70.00;-77.00;29/04/2015 12:01:32:264;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:32:739;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.40;-69.00;-77.00;29/04/2015 12:01:32:992;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.63;-73.00;-77.00;29/04/2015 12:01:33:394;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.40;-69.00;-77.00;29/04/2015 12:01:33:665;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:34:115;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:35:175;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:35:854;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.40;-69.00;-77.00;29/04/2015 12:01:36:241;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.63;-73.00;-77.00;29/04/2015 12:01:36:501;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.40;-69.00;-77.00;29/04/2015 12:01:36:919;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:37:295;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:37:559;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:37:974;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.32;-67.00;-77.00;29/04/2015 12:01:38:351;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.32;-67.00;-77.00;29/04/2015 12:01:39:054;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.71;-74.00;-77.00;29/04/2015 12:01:39:396;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.40;-69.00;-77.00;29/04/2015 12:01:39:684;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.89;-76.00;-77.00;29/04/2015 12:01:40:085;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.32;-67.00;-77.00;29/04/2015 12:01:40:469;2.00
Kontakt;D0:F8:F2:95:3A:5C;0.35;-68.00;-77.00;29/04/2015 12:01:41:120;2.00
